Country,City,AccentCity,Region,Population,Latitude,Longitude
hu,kardosret,Kardosrét,23,,47.28344,17.871447
hu,kare janos-tanya,Kare János-tanya,10,,47.316667,21.583333
hu,karinko,Karinkó,10,,47.616667,21.35
hu,karkhalom,Karkhalom,18,,48.192862,21.863647
hu,karmacsi alsomajor,Karmacsi Alsómajor,24,,46.833333,17.183333
hu,karmacs,Karmacs,24,,46.837019,17.173691
hu,karolamajor,Karolamajor,04,,48.45,20.8
hu,karolinamajor,Karolinamajor,03,,46.866667,21.016667
hu,karolinamajor,Karolinamajor,22,,47.133333,16.666667
hu,karolinapuszta,Karolinapuszta,08,,47.415061,18.190283
hu,karolin-major,Karolin-major,08,,47.415061,18.190283
hu,karolinpuszta,Karolinpuszta,08,,47.415061,18.190283
hu,karolyakna,Károlyakna,14,,48.116667,19.8
hu,karolyderek,Károlyderék,03,,47.033333,21.1
hu,karolyfalva,Károlyfalva,04,,48.4,21.666667
hu,karolyhaza,Károlyháza,09,,47.633333,17.583333
hu,karolyhaza,Károlyháza,23,,47.122667,17.231588
hu,karolyhaza-major,Károlyháza-major,09,,47.799147,17.34941
hu,karolyhazapuszta,Károlyházapuszta,09,,47.799147,17.34941
hu,karolyhazapuszta,Károlyházapuszta,23,,47.122667,17.231588
hu,karolyhazatanya,Károlyházatanya,09,,47.7,17.733333
hu,karolyhazmajor,Károlyházmajor,09,,47.799147,17.34941
hu,karolyifolditanyak,Károlyifölditanyák,03,,46.766667,20.8
hu,karolyimajor,Károlyimajor,16,,47.65,19.233333
hu,karolyi-major,Károlyi-major,22,,47.3,17.05
hu,karolyitanya,Károlyitanya,18,,47.987543,22.486311
hu,karolyitanya,Károlyitanya,20,,47.616667,20.766667
hu,karolyitanya,Károlyitanya,23,,47.083333,18.083333
hu,karolyitanyak,Károlyitanyák,06,,46.427801,20.16084
hu,karolyitelep,Károlyitelep,16,,47.275519,19.460014
hu,karolymajor alfonzalle,Károlymajor Alfonzallé,06,,46.366667,20.1
hu,karolymajor,Károlymajor,02,,45.833333,18.55
hu,karolymajor,Károlymajor,03,,46.416667,20.966667
hu,karolymajor,Károlymajor,06,,46.427801,20.16084
hu,karolymajor,Károlymajor,09,,47.443455,16.939768
hu,karolymajor,Károlymajor,16,,47.766667,19.3
hu,karolymajor,Károlymajor,22,,47.189441,16.644328
hu,karolytanya,Károlytanya,18,,48.033333,22.6
hu,karolytelep,Károlytelep,20,,46.833333,20.283333
hu,karolyvar,Károlyvár,11,,47.855806,19.882762
hu,karosalatt,Karosalatt,04,,48.316667,21.8
hu,karos,Karos,04,,48.333333,21.75
hu,karospuszta,Karóspuszta,09,,47.733333,17.516667
hu,karosto,Karostó,16,,47.45,19.716667
hu,karpatitanya,Kárpátitanya,18,,47.967386,22.376144
hu,karpatuspuszta,Kárpátuspuszta,12,,47.483333,18.183333
hu,karpegec,Karpegéc,14,,48.095336,19.57943
hu,karpfeinsteintanya,Karpfeinsteintanya,18,,47.8,21.683333
hu,karpfensteintanya,Karpfensteintanya,18,,47.8,21.683333
hu,karros-puszta,Karrós-puszta,09,,47.7,17.433333
hu,kartal,Kartal,16,6017,47.671331,19.542005
hu,karubanya-telep,Karubánya-telep,04,,48.2,20.3
hu,karu,Karu,04,,48.2,20.3
hu,kasad,Kásád,02,,45.778333,18.398889
hu,kasahegy,Kásahegy,17,,46.483333,17.316667
hu,kashalma,Kashalma,18,,47.933333,21.416667
hu,kasipuszta,Kásipuszta,17,,46.78094,18.081765
hu,kaskantyui tanyak,Kaskantyúi Tanyák,01,,46.682854,19.374379
hu,kaskantyu,Kaskantyú,01,,46.672032,19.386773
hu,kasspuszta,Kasspuszta,01,,46.45,19.033333
hu,kastelydulo,Kastelydulo,01,,46.983333,19.416667
hu,kastelyi szollok,Kastelyi Szollok,03,,46.666667,21.133333
hu,kastelyi szolok,Kastelyi Szolok,03,,46.666667,21.133333
hu,kastely,Kastély,08,,47.05,18.3
hu,kastely,Kastély,24,,46.75,16.933333
hu,kastelykert,Kastélykert,17,,46.6,17.633333
hu,kastelykutitanya,Kastélykútitanya,04,,48.466667,20.483333
hu,kastelykut-tanya,Kastélykút-tanya,04,,48.466667,20.483333
hu,kastelyoldal,Kastélyoldal,20,,47.183333,20.416667
hu,kastelyosdombo,Kastélyosdombó,17,,45.954551,17.616876
hu,kastelyresz,Kastélyrész,01,,46.983333,19.416667
hu,kastelytanya,Kastélytanya,04,,48.2,21.516667
hu,kaszadulo,Kaszadulo,18,,48.133333,21.95
hu,kaszahaza,Kaszaháza,24,,46.85,16.833333
hu,kaszaitanya,Kaszaitanya,10,,47.533333,21.9
hu,kaszakutdulo,Kaszakutdulo,10,,47.45,21.4
hu,kaszalodulo,Kaszalodulo,01,,46.416667,19.183333
hu,kaszalo,Kaszáló,03,,46.766667,21.05
hu,kaszalo,Kaszáló,20,,47.266667,20.45
hu,kaszalomajor,Kaszálómajor,24,,46.731838,16.918615
hu,kaszaper,Kaszaper,03,2063,46.466667,20.833333
hu,kaszapuszta,Kaszapuszta,10,,47.283333,21.883333
hu,kaszatanyadulo,Kaszatanyadulo,01,,46.943978,19.523512
hu,kaszatanya,Kaszatanya,18,,48.133333,21.95
hu,kasziba,Kasziba,10,,47.9,21.233333
hu,kaszibatanya,Kaszibatanya,01,,46.4,19.116667
hu,kaszmankert,Kászmánkert,03,,46.733333,21.15
hu,kaszmanykert,Kászmánykert,03,,46.733333,21.15
hu,kaszopuszta,Kaszópuszta,17,,46.320132,17.223846
hu,katadfa,Katádfa,02,,45.997906,17.869969
hu,katafa,Katafa,22,,46.979624,16.632242
hu,katahegy,Katahegy,17,,46.366667,18.016667
hu,katai sor,Katai Sor,01,,46.8,20
hu,katalin,Katalin,21,,46.533333,18.716667
hu,katalinmajor,Katalinmajor,02,,45.921667,18.235278
hu,katalinmajor,Katalinmajor,03,,46.4,20.916667
hu,katalinmajor,Katalinmajor,04,,48.55,20.9
hu,katalin-major,Katalin-major,08,,47.182402,18.823836
hu,katalinmajor,Katalinmajor,17,,46.283333,17
hu,katalinmajor,Katalinmajor,20,,47.6,20.733333
hu,katalinpuszta,Katalinpuszta,02,,45.921667,18.235278
hu,katalinpuszta,Katalinpuszta,08,,47.38043,18.629681
hu,katalinpuszta,Katalinpuszta,14,,47.844725,19.09713
hu,katalinpuszta,Katalinpuszta,17,,46.283333,17
hu,katalinpuszta,Katalinpuszta,21,,46.533333,18.716667
hu,katalintanya,Katalintanya,03,,46.4,20.916667
hu,katalintanya,Katalintanya,04,,48.266667,20.466667
hu,katalintelep,Katalintelep,14,,48.1,19.816667
hu,katlankut,Katlankút,23,,47.116667,17.733333
hu,katlanvolgy,Katlanvölgy,08,,46.95,18.483333
hu,katoly,Kátoly,02,,46.062003,18.450952
hu,katonafoldek,Katonaföldek,01,,46.233333,19.516667
hu,katonafoldi tanyak,Katonaföldi Tanyák,01,,46.233333,19.516667
hu,katonafold,Katonaföld,01,,46.233333,19.516667
hu,katona sor,Katona Sor,01,,46.216667,19.516667
hu,katonaszeglet,Katonaszeglet,03,,46.55,21.266667
hu,katonatag,Katonatag,18,,47.766667,21.85
hu,katonatanya,Katonatanya,04,,48.2,21.733333
hu,katonatanya,Katonatanya,10,,47.1,21.333333
hu,katonatanya,Katonatanya,18,,47.883333,22.566667
hu,katonatanya,Katonatanya,20,,47.616667,20.766667
hu,katonatelep,Katonatelep,01,,46.96013,19.723051
hu,katpuszta,Kátpuszta,12,,47.483333,17.9
hu,katranyos,Kátrányos,24,,46.766667,17.25
hu,katraszel,Katraszél,06,,46.416667,20.333333
hu,katronytanya,Katronytanya,04,,48.35,21.716667
hu,katteridulo,Katteridulo,12,,47.783333,18.75
hu,katymar,Katymár,01,2374,46.03398,19.209353
hu,katymar,Katymár,20,,47.316667,20.933333
hu,katyoilapos,Kátyóilapos,17,,46.783333,17.85
hu,katztanya,Katztanya,18,,47.833333,22.683333
hu,kaufmanntanya,Kaufmanntanya,18,,47.85,22.566667
hu,kaukaldulo,Kaukaldulo,03,,46.85,20.783333
hu,kauzsaitanya,Kauzsaitanya,18,,47.916667,21.95
hu,kauzsaytanya,Kauzsaytanya,18,,47.916667,21.95
hu,kavai tanya,Kávai Tanya,16,,47.35,19.6
hu,kava,Káva,16,,47.355425,19.588568
hu,kavas,Kávás,24,,46.863847,16.70765
hu,kavicsbanya,Kavicsbánya,04,,48.016667,20.85
hu,kavics-banya,Kavics-banya,04,,48.066667,20.883333
hu,kavicsbanya,Kavicsbánya,14,,47.916667,19.7
hu,kavicsbanya,Kavicsbánya,16,,47.4,19.283333
hu,kavicsgodor,Kavicsgödör,04,,48.066667,20.883333
hu,kavicsos,Kavicsos,14,,48.066667,19.8
hu,kavolgy,Kávölgy,24,,46.866667,17.3
hu,kavolgy-szolohegy,Kavolgy-Szolohegy,24,,46.866667,17.3
hu,kazarbokor,Kazárbokor,18,,47.966667,21.616667
hu,kazar,Kazár,14,2080,48.049524,19.861432
hu,kazartanya,Kazártanya,18,,48.066667,22.083333
hu,kazincbarcika,Kazincbarcika,04,32396,48.25,20.633333
hu,kazsaidulo,Kazsaidulo,04,,48.183333,21.383333
hu,kazsmark,Kázsmárk,04,,48.283333,20.983333
hu,kazsokitanya,Kazsokitanya,08,,46.8,18.683333
hu,kazsoki tanyak,Kazsoki Tanyák,17,,46.466667,17.983333
hu,kazsok,Kazsok,17,,46.47997,17.963578
hu,kazsok puszta,Kazsok Puszta,17,,46.466667,17.983333
hu,kecces,Kecces,18,,48.216667,21.833333
hu,keceliuti tanya,Keceliúti Tanya,01,,46.416667,19.183333
hu,keceli uti tanyak,Keceli Úti Tanyák,01,,46.416667,19.183333
hu,kecel,Kecel,01,9155,46.525278,19.251944
hu,kecerlyuba,Kecerlyuba,04,,48.466667,21.1
hu,kecihazhely,Kéciházhely,18,,48.216667,21.833333
hu,kecsege,Kecsege,21,,46.691229,18.317119
hu,kecsegepuszta,Kecsegepuszta,21,,46.691229,18.317119
hu,kecsked,Kecskéd,12,1908,47.522985,18.309386
hu,kecskedpuszta,Kecskédpuszta,14,,47.982381,19.611718
hu,kecskehago-petoresz,Kecskehago-Petoresz,10,,47.583333,21.9
hu,kecske,Kécske,18,,48.249158,22.005667
hu,kecskekomalom,Kecskekomalom,04,,47.95,20.633333
hu,kecskekosartanya,Kecskekosártanya,10,,47.533333,21.9
hu,kecskekotanya,Kecskekotanya,04,,47.95,20.633333
hu,kecskemethytanya,Kecskeméthytanya,16,,47.251556,19.325111
hu,kecskemetitanya,Kecskemétitanya,04,,48.216667,20.8
hu,kecskemetitanya,Kecskemétitanya,16,,47.251556,19.325111
hu,kecskemet,Kecskemét,01,106062,46.9,19.783333
hu,kecskemet,Kecskemét,09,,47.683333,17.783333
hu,kecskeri,Kecskeri,20,,47.316667,20.933333
hu,kecskesdulo,Kecskesdulo,01,,46.633333,19.95
hu,kecskesdulo,Kecskesdulo,16,,47.086485,20.044754
hu,kecskesdulo,Kecskesdulo,18,,47.95,21.8
hu,kecskes erdo,Kecskes Erdo,01,,46.33224,19.226448
hu,kecskes,Kecskés,01,,46.33224,19.226448
hu,kecskes,Kecskés,10,,47.666667,21.033333
hu,kecskes,Kecskés,16,,47.086485,20.044754
hu,kecskes,Kecskés,18,,47.866516,22.544106
hu,kecskespuszta,Kecskéspuszta,21,,46.7,18.183333
hu,kecskestanya,Kecskéstanya,03,,47.2,21
hu,kecskestanya,Kecskéstanya,04,,48.216667,20.8
hu,kecskestanya,Kecskéstanya,18,,47.8,22.066667
hu,kecskestanyak,Kecskéstanyák,03,,47.2,21
hu,kecskesziget,Kecskesziget,21,,46.466667,18.816667
hu,keczihazhelyek,Kécziházhelyek,18,,48.216667,21.833333
hu,kehida,Kehida,24,,46.841787,17.092813
hu,kehidakustany,Kehidakustány,24,,46.841787,17.092813
hu,keidulo,Keidulo,06,,46.366667,20.1
hu,keindltanya,Keindltanya,16,,47.216667,19.4
hu,kekapuszta,Kékapuszta,17,,46.64934,17.600825
hu,kekcse,Kékcse,18,,48.249158,22.005667
hu,kekecs-tanya,Kekécs-tanya,11,,47.782571,19.886389
hu,kekeditanya,Kékeditanya,04,,47.783333,21
hu,keked,Kéked,04,,48.55,21.35
hu,kekesd,Kékesd,02,,46.101003,18.472566
hu,kekestanya,Kékestanya,10,,47.216667,21.75
hu,kekesteto,Kekesteto,11,,47.870242,20.014474
hu,kekidulo,Kekidulo,23,,46.983333,17.883333
hu,kek,Kék,18,2044,48.116667,21.883333
hu,kekkutihegy,Kékkútihegy,23,,46.85,17.566667
hu,kekkut,Kékkút,23,,46.850165,17.559242
hu,kekmezo,Kekmezo,04,,48.033333,20.716667
hu,kelebiadulo,Kelebiadulo,01,,46.133333,19.466667
hu,kelebia,Kelebia,01,2985,46.196802,19.616592
hu,kelecsenypuszta,Kelecsénypuszta,14,,47.944835,19.365118
hu,keled,Keléd,22,,47.077988,17.116122
hu,kelemenliget,Kelemenliget,02,,45.803333,18.000833
hu,kelemenmajor,Kelemenmajor,22,,47.222339,16.565576
hu,kelementanya,Kelementanya,08,,47.45,18.583333
hu,kelemenzug,Kelemenzug,03,,47.1,20.916667
hu,kelemer,Kelemér,04,,48.35,20.433333
hu,kelenfold,Kelenföld,05,,47.46264,19.031083
hu,kelenvolgy,Kelenvölgy,05,,47.444662,19.030711
hu,kelenyitanya,Kelényitanya,02,,45.866667,17.983333
hu,keleshalom,Kéleshalom,01,,46.366667,19.25
hu,kelesidulo,Kelesidulo,01,,46.416667,19.183333
hu,kelesi szollok,Kelesi Szollok,01,,46.331182,19.267916
hu,kelesi szolok,Kelesi Szolok,01,,46.331182,19.267916
hu,keles,Kéles,01,,46.366667,19.283333
hu,kelespuszta,Kélespuszta,01,,46.3,19.333333
hu,keletdulo,Keletdulo,10,,47.45,21.4
hu,keletikapolnashegy,Keletikápolnáshegy,17,,46.183333,17.683333
hu,keleti kohiddulo,Keleti Kohiddulo,15,,46.033333,18.25
hu,keletikohid,Keletikohid,15,,46.033333,18.25
hu,keleti lapos,Keleti Lapos,10,,47.683333,21.666667
hu,keletimajor,Keletimajor,17,,46.3,17.433333
hu,keletiresz,Keletirész,06,,46.55,19.983333
hu,keleviz,Kelevíz,17,,46.524061,17.41878
hu,kemecse,Kemecse,18,5029,48.075319,21.806253
hu,kemence,Kemence,16,,48.021616,18.894988
hu,kemencepatak,Kemencepatak,04,,48.45,21.45
hu,kemencpatak,Kemencpatak,04,,48.45,21.45
hu,kemendhegy,Kemendhegy,24,,46.889168,16.965548
hu,kemend,Kemend,24,,46.889168,16.965548
hu,kemendollar,Kemendollár,24,,46.902338,16.950179
hu,kemeneshogyesz,Kemeneshogyesz,23,,47.354263,17.297199
hu,kemeneshogyez,Kemeneshögyéz,23,,47.354263,17.297199
hu,kemeneskapolna,Kemeneskápolna,22,,47.207445,17.105296
hu,kemenesmagasi,Kemenesmagasi,22,,47.330775,17.207167
hu,kemenes-major,Kemenes-major,23,,47.366667,17.233333
hu,kemenesmihalyfa,Kemenesmihályfa,22,,47.290549,17.127172
hu,kemenespalfa,Kemenespálfa,22,,47.137478,17.17417
hu,kemenespuszta,Kemenespuszta,22,,47.36009,17.198051
hu,kemenespuszta,Kemenespuszta,23,,47.366667,17.233333
hu,kemenessomjen,Kemenessömjén,22,,47.294062,17.130775
hu,kemenesszentmarton,Kemenesszentmárton,22,,47.295524,17.164566
hu,kemenesszentpeter,Kemenesszentpéter,23,,47.426664,17.232328
hu,kemenfa,Keménfa,24,,46.839074,16.637851
hu,kemenygadany,Keménygadány,02,,45.983333,18.15
hu,kemes,Kémes,02,,45.824167,18.101111
hu,kemesmal,Kemesmál,22,,47,16.533333
hu,kemestarodfa,Kemestaródfa,22,,46.998691,16.527902
hu,kemse,Kemse,02,,45.823324,17.913554
hu,kenderesi dulo,Kenderesi Dulo,20,,47.633333,19.983333
hu,kenderesi szollok,Kenderesi Szollok,01,,46.183333,18.966667
hu,kenderesiszolok,Kenderesiszolok,01,,46.183333,18.966667
hu,kenderes,Kenderes,20,5243,47.25,20.683333
hu,kendereskert,Kendereskert,10,,47.216667,21.516667
hu,kenderessziget,Kenderessziget,03,,47.166667,20.916667
hu,kenderfolddulo,Kenderfolddulo,20,,47.2,20.45
hu,kenderfoldek,Kenderföldek,16,,47.166667,19.8
hu,kenderfoldi udulosor,Kenderfoldi Udulosor,03,,46.866667,20.483333
hu,kenderfold,Kenderföld,03,,46.866667,20.483333
hu,kenderfold,Kenderföld,10,,47.45,21.4
hu,kenderfold,Kenderföld,16,,47.283333,19.55
hu,kenderfold,Kenderföld,20,,46.866667,20.183333
hu,kendergyar,Kendergyár,03,,46.3,20.783333
hu,kendergyar,Kendergyár,06,,46.683333,20.566667
hu,kendergyar,Kendergyár,09,,47.65,17.033333
hu,kendergyar,Kendergyár,10,,46.95,21.45
hu,kendergyar,Kendergyár,21,,46.35,18.7
hu,kendergyartelep,Kendergyártelep,21,,46.733333,18.483333
hu,kenderhati ujtelep,Kenderháti Újtelep,16,,47.25,19.616667
hu,kenderhegy,Kenderhegy,12,,47.666667,18.35
hu,kendersor,Kendersor,04,,48.316667,21.583333
hu,kendetanya,Kendetanya,18,,48.083333,22.716667
hu,kendipuszta,Kendipuszta,04,,48.316667,20.933333
hu,kenditanya,Kenditanya,04,,48.316667,20.933333
hu,kenedytanya,Kenedytanya,08,,47.083333,18.683333
hu,keneseihegy,Keneseihegy,17,,46.75,18.116667
hu,keneszhegy,Kenészhegy,17,,46.683333,17.85
hu,kenez,Kenéz,22,,47.202618,16.78726
hu,kenezlo,Kenezlo,04,,48.2,21.533333
hu,kenezpuszta,Kenézpuszta,10,,47.05,21.566667
hu,kengyelesdulo,Kengyelesdulo,10,,47.35,21.566667
hu,kengyeles,Kengyeles,10,,47.016667,21.5
hu,kengyel,Kengyel,20,4299,47.083333,20.333333
hu,kengyelkoz,Kengyelköz,10,,47.883333,21.2
hu,kengyelkoztanya,Kengyelköztanya,10,,47.883333,21.2
hu,kengyeloldal,Kengyeloldal,10,,47.866667,21.116667
hu,kengyeltanya,Kengyeltanya,04,,48.25,21.7
hu,kenyerestanya,Kenyerestanya,11,,47.933333,20.116667
hu,kenyerestanya,Kenyerestanya,18,,48.066667,22.283333
hu,kenyeri,Kenyeri,22,,47.379922,17.086378
hu,kenyerimajor,Kenyerimajor,23,,47.395931,17.816774
hu,kenyermezo,Kenyermezo,12,,47.75,18.716667
hu,kenyertelek,Kenyértelek,01,,46.566667,18.916667
hu,kenyervari,Kenyérvári,04,,48.316667,21.583333
hu,kenyervar,Kenyérvár,11,,47.666667,20.033333
hu,kenyervarotanya,Kenyérvárótanya,04,,47.75,20.816667
hu,kenyervar uti tanyak,Kenyérvár Úti Tanyák,11,,47.666667,20.033333
hu,kepesfold,Kepésföld,11,,48.016667,20.1
hu,kepespuszta,Képespuszta,02,,46.170957,18.034075
hu,kephalom,Képhalom,20,,47.316667,20.516667
hu,kepichdulo,Kepichdulo,20,,47.2,20.583333
hu,keppichtanya,Keppichtanya,20,,47.2,20.583333
hu,kercaszomor,Kercaszomor,22,,46.78899,16.353091
hu,kercseliget,Kercseliget,17,,46.329125,18.064687
hu,kercsikuttanya,Kércsikúttanya,04,,48.283333,20.866667
hu,kerecsend,Kerecsend,11,2217,47.8,20.35
hu,kerecsenyi tanya,Kerecsenyi Tanya,02,,46.183333,18.15
hu,kerecseny,Kerecseny,24,,46.624667,17.046
hu,kerecsenypuszta,Kerecsenypuszta,02,,46.183333,18.15
hu,kerekagpuszta,Kerekágpuszta,14,,48.15,19.966667
hu,kerekdomb,Kerekdomb,01,,46.89959,20.057233
hu,kerekdomb,Kerekdomb,12,,47.697993,18.63078
hu,kerekegyhaza,Kerekegyháza,01,5983,46.937222,19.478056
hu,kerekestag,Kerekestag,18,,47.866667,22.65
hu,kerekestanya,Kerekestanya,04,,47.916667,20.633333
hu,kerekestanya,Kerekestanya,18,,47.880083,22.506768
hu,kerekgyartotanya,Kerékgyártótanya,04,,48.05,21.35
hu,kerekhalom,Kerekhalom,18,,47.878088,22.115356
hu,kerekhalom major,Kerekhalom Major,18,,47.878088,22.115356
hu,kerekharaszt,Kerekharaszt,11,,47.665961,19.622697
hu,kerekhegy,Kerekhegy,13,,48.1,20.516667
hu,kereki,Kereki,03,,46.866667,21.116667
hu,kereki,Kereki,17,,46.79457,17.912456
hu,kerekimajor,Kerekimajor,23,,46.869874,17.566308
hu,kerekipuszta,Kerekipuszta,23,,46.869874,17.566308
hu,kerekiszollo,Kerekiszollo,17,,46.233333,17.616667
hu,kerekiszolo,Kerekiszolo,17,,46.233333,17.616667
hu,kerekitelep,Kerekitelep,03,,46.883333,21.35
hu,kerek,Kerek,03,,46.683333,21.083333
hu,kereklapos,Kereklapos,06,,46.3,20.433333
hu,kerekmagatanya,Kerekmágatanya,18,,48.066667,21.8
hu,kereknad,Kereknád,18,,47.816817,22.231532
hu,kereknadtanya,Kereknádtanya,18,,47.816817,22.231532
hu,kerekpuszta,Kerékpuszta,17,,46.253309,17.588107
hu,kerekretitanya,Kerekrétitanya,04,,48.216667,20.633333
hu,kereksziget,Kereksziget,03,,47.116667,21.1
hu,kerektanya,Kerektanya,04,,48.166667,21.3
hu,kerektanya,Keréktanya,16,,47.616667,18.916667
hu,kerektanya,Kerektanya,18,,47.916667,22.216667
hu,kerekteleki,Kerékteleki,12,,47.51292,17.936759
hu,kerektiszta,Kerektiszta,10,,47.25,21.05
hu,kerektodulo,Kerektodulo,16,,47.217619,19.981801
hu,kerektoi szollo,Kerektoi Szollo,18,,48,21.883333
hu,kerektoitanya,Keréktóitanya,02,,45.966667,17.666667
hu,kerekto,Kerektó,03,,46.966667,20.983333
hu,kerekto,Kerektó,12,,47.8,18.816667
hu,kerekto,Kerektó,16,,47.217619,19.981801
hu,kerekzatony,Kerekzátony,16,,47.166667,18.95
hu,kerekzatonysziget,Kerekzátonysziget,16,,47.166667,18.95
hu,kerepesihatar,Kerepesihatár,16,,47.55,19.233333
hu,kerepes,Kerepes,16,8755,47.542839,19.263312
hu,kerepestarcsa,Kerepestarcsa,16,,47.542839,19.263312
hu,kereseszeg,Kereseszeg,24,,46.761428,16.705159
hu,keresnyeitanya,Keresnyeitanya,02,,45.866667,17.983333
hu,keresztcsarda,Keresztcsárda,18,,47.933333,22.316667
hu,kereszt-dulo,Kereszt-dulo,02,,45.983333,18.133333
hu,keresztdulo,Keresztdulo,03,,46.466667,20.966667
hu,keresztdulo,Keresztdulo,10,,47.45,21.4
hu,keresztdulo,Keresztdulo,20,,47.066667,20.183333
hu,keresztelymajor,Keresztélymajor,17,,46.866667,18.166667
hu,kereszteny,Keresztény,09,,47.45589,16.777524
hu,kereszter,Keresztér,10,,47.016667,21.5
hu,keresztesitanya,Keresztesitanya,18,,47.883333,22.566667
hu,keresztes,Keresztes,02,,45.993015,18.154817
hu,keresztespuspoki,Keresztespüspöki,04,,47.833333,20.7
hu,keresztespuszta,Keresztespuszta,02,,45.983333,18.133333
hu,keresztestanya,Keresztestanya,02,,46.316667,18.25
hu,keresztete,Keresztéte,04,,48.5,20.95
hu,keresztfai puszta,Keresztfai Puszta,17,,46.216667,17.15
hu,kereszthat,Kereszthát,03,,46.866667,20.483333
hu,kereszthat udulopart,Kereszthat Udulopart,03,,46.866667,20.483333
hu,keresztipuszta,Keresztipuszta,14,,48.001333,19.5741
hu,keresztmajor,Keresztmajor,22,,47.4,16.966667
hu,keresztmajor,Keresztmajor,23,,47.165811,17.621271
hu,keresztonokdulo,Keresztonokdulo,04,,48.266667,21.366667
hu,keresztpataktanya,Keresztpataktanya,04,,48.283333,20.883333
hu,kereszturitanya,Keresztúritanya,04,,48.216667,21.516667
hu,keresztur,Keresztúr,23,,47.386438,17.872663
hu,kereszturpuszta,Keresztúrpuszta,24,,46.846256,16.62518
hu,keresztutdulo,Keresztutdulo,20,,47.6,19.866667
hu,keresztut,Keresztút,18,,48.05,21.716667
hu,keresztvolgyi puszta,Keresztvölgyi Puszta,21,,46.716667,18.816667
hu,kereszt-volgy,Kereszt-völgy,21,,46.716667,18.816667
hu,keresztvolgypuszta,Keresztvölgypuszta,14,,47.901713,19.630763
hu,kerettye,Kerettye,24,,46.523333,16.729444
hu,kerhalom,Kérhalom,03,,46.85,21.033333
hu,keridulo,Keridulo,06,,46.366667,20.1
hu,kerikereszt,Kérikereszt,21,,46.8,18.916667
hu,keripuszta,Kéripuszta,16,,47.696193,19.354389
hu,keritettgaz,Kerítettgaz,18,,47.766667,21.783333
hu,kerkabarabas,Kerkabarabás,24,,46.679954,16.55641
hu,kerkafalva,Kerkafalva,24,,46.766667,16.5
hu,kerkaiklod,Kerkaiklód,24,,46.604827,16.613409
hu,kerkakutas,Kerkakutas,24,,46.75997,16.503258
hu,kerkanemetfalu,Kerkanémetfalu,24,,46.766667,16.5
hu,kerkapentekfalu,Kerkapéntekfalu,24,,46.769111,16.486184
hu,kerkaskapolna,Kerkáskápolna,22,,46.784249,16.428208
hu,kerkaszentkiraly,Kerkaszentkirály,24,,46.5,16.583333
hu,kerkaszentmihaly,Kerkaszentmihály,24,,46.624027,16.538631
hu,kerka szent miklos,Kerka Szent Miklós,24,,46.521822,16.555334
hu,kerkateskand,Kerkateskánd,24,,46.576635,16.571974
hu,kerkatotfalu,Kerkatótfalu,24,,46.583333,16.583333
hu,kerkaujfalu,Kerkaújfalu,24,,46.733242,16.511463
hu,kernacs sandorne-tanya,Kernács Sándorné-tanya,16,,47.35,19.816667
hu,kernacs-tanya,Kernács-tanya,16,,47.35,19.816667
hu,kernercsarda,Kernercsárda,02,,46.033333,18.4
hu,kernyei szivattyu,Kernyei Szivattyú,03,,46.983333,21.15
hu,kernye,Kernye,03,,46.966667,21.083333
hu,kerpuszta,Kérpuszta,17,,46.641533,17.824314
hu,kersemjen,Kérsemjén,18,,48.02098,22.422418
hu,kerta,Kerta,23,,47.163504,17.273843
hu,kertaljadulo,Kertaljadulo,11,,47.616667,20.083333
hu,kertaljadulo,Kertaljadulo,20,,47.5,19.8
hu,kertalja,Kertalja,10,,47.616667,21.35
hu,kertalja,Kertalja,18,,48.133333,22.116667
hu,kertalja,Kertalja,23,,47.316667,18
hu,kertesko,Kertesko,23,,47.232904,17.771447
hu,kerteszsziget,Kertészsziget,03,,47.15,21.066667
hu,kertesztanya,Kertésztanya,17,,45.966667,17.466667
hu,kertesztanya,Kertésztanya,18,,48.083333,22.7
hu,kertmeg,Kertmeg,03,,46.95,21.316667
hu,kertvaros,Kertváros,09,,47.677487,16.550091
hu,kerulohaz,Kerulohaz,04,,48.266667,22.033333
hu,kerulohaz puszta,Kerulohaz Puszta,18,,47.983333,22.016667
hu,kerulopuszta,Kerulopuszta,24,,46.566667,17.016667
hu,kesellodulo,Kesellodulo,21,,46.283333,18.766667
hu,kesello,Kesello,21,,46.283333,18.766667
hu,kesellos,Kesellos,17,,46.083333,17.45
hu,kesellosszollo,Kesellosszollo,17,,46.083333,17.45
hu,keselosfa,Keselosfa,02,,45.768889,18.28
hu,keselyosfapuszta,Keselyosfapuszta,02,,45.768889,18.28
hu,keselyos,Keselyos,01,,47.033333,19.133333
hu,keselyret,Keselyrét,14,,47.916667,19.55
hu,keselyretpuszta,Keselyrétpuszta,14,,47.916667,19.55
hu,keselyuhalom,Keselyuhalom,04,,47.816667,20.95
hu,keselyushalom,Keselyushalom,04,,47.816667,20.95
hu,keselyusitanyak,Keselyusitanyak,03,,46.85,20.866667
hu,keserukutdulo,Keserukutdulo,20,,47.083333,20.333333
hu,keserutanya,Keserutanya,04,,48.183333,20.266667
hu,keserutelek,Keserutelek,01,,46.585384,19.060002
hu,keskeny,Keskeny,18,,47.8,22.066667
hu,keskenypuszta,Keskenypuszta,02,,45.824722,18.436944
